PostId,title_length,body_length,num_subs_ans,percent_subs_ans,num_subs_t,percent_subs_t,popular_tag,avg_popularity,response_time,label
209,62,184,57.0,0.07883817427385892,78.0,0.1078838174273859,1,3653.0,194.9,0.0
213,20,466,6.0,0.022727272727272728,31.0,0.11742424242424243,1,494.0,8.6,1.0
215,66,1117,1.75,0.007847533632286996,10.0,0.2288703822336109,2,198.75,41.53333333333333,1.0
217,22,369,3.4,0.022166161364767636,20.4,0.27221887868229333,3,196.4,23.733333333333334,1.0
228,27,400,6.0,0.022727272727272728,31.0,0.11742424242424243,1,494.0,45.13333333333333,1.0
229,20,309,0.5,0.0078125,9.5,0.23375,2,62.5,6.05,1.0
230,17,370,8.0,0.05201404286770141,34.0,0.20911862527716188,2,355.0,1.8,1.0
232,40,1133,3.3333333333333335,0.021377995642701524,17.0,0.16157407407407406,2,218.66666666666663,1388.5,0.0
238,25,91,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,238.56666666666666,0.0
241,50,251,6.5,0.030700773561724716,18.5,0.11882792079277847,4,443.75,130.91666666666666,1.0
246,40,843,4.5,0.01867219917012448,29.5,0.2019453575470173,2,362.0,46.333333333333336,1.0
250,37,99,2.3333333333333335,0.01881293057763646,18.333333333333332,0.2765765765765766,2,140.66666666666666,19.65,1.0
257,26,78,22.333333333333332,0.04598919263693232,49.0,0.13867828846535987,3,1110.0,0.0,1.0
260,31,222,9.0,0.0375,33.0,0.1375,1,538.0,70.21666666666667,1.0
263,23,350,1.0,0.07692307692307693,3.0,0.23076923076923078,1,33.0,245.93333333333334,0.0
265,39,228,10.5,0.027925531914893616,24.0,0.13782601235415237,2,590.5,0.0,1.0
272,21,899,28.5,0.03941908713692946,42.0,0.13288927713474558,2,1856.0,295.8333333333333,0.0
275,30,536,4.5,0.05295295295295295,13.5,0.16866866866866867,2,200.5,38.56666666666667,1.0
276,41,989,4.0,0.00997506234413965,10.25,0.07971518571991075,2,334.25,263.9166666666667,0.0
277,35,292,3.6666666666666665,0.03299883365242843,25.0,0.2159371492704826,3,236.0,1.0833333333333333,1.0
283,81,718,4.666666666666667,0.022813852813852814,16.333333333333332,0.07342712842712844,2,323.3333333333333,1290.9833333333333,0.0
284,32,241,0.0,0.0,1.0,0.05555555555555555,1,32.0,1029.9166666666667,0.0
287,34,1795,5.666666666666667,0.015567656821664659,20.666666666666668,0.12216752491066706,3,530.6666666666666,432.01666666666665,0.0
290,20,127,23.333333333333332,0.048410948332685756,49.666666666666664,0.13525389506117347,3,1113.0,0.0,1.0
293,55,539,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,49.75,1.0
295,35,540,13.0,0.0423002923002923,33.666666666666664,0.24015244015244017,2,560.3333333333334,56.85,1.0
300,39,193,54.0,0.07681365576102418,85.0,0.12091038406827881,1,2445.0,11.55,1.0
304,20,410,0.0,0.0,2.0,1.0,0,2.0,6.616666666666666,1.0
306,37,298,8.0,0.0199501246882793,17.5,0.043640897755610975,1,647.0,279.93333333333334,0.0
308,35,217,14.5,0.030982905982905984,38.5,0.579059829059829,1,700.0,9.033333333333333,1.0
310,50,619,3.8,0.014501789005746502,9.4,0.07848120382274129,2,296.6,91.65,1.0
311,38,545,6.0,0.022727272727272728,31.0,0.11742424242424243,1,494.0,97.03333333333333,1.0
313,20,152,25.0,0.053418803418803416,57.0,0.12179487179487179,1,1408.0,24.466666666666665,1.0
319,48,646,0.0,0.0,3.6666666666666665,0.21216691804927099,2,26.666666666666668,1275.7666666666667,0.0
331,29,145,0.0,0.0,4.0,0.16666666666666666,1,28.0,188.5,0.0
333,37,82,35.0,0.05835695256879139,60.0,0.10409608978975038,2,1861.5,179.18333333333334,1.0
334,24,366,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,99.43333333333334,1.0
336,22,887,10.5,0.027925531914893616,22.0,0.09884751773049645,1,576.5,168.31666666666666,1.0
341,44,248,54.0,0.07681365576102418,85.0,0.12091038406827881,1,2445.0,40.916666666666664,1.0
343,44,209,0.0,0.0,3.0,0.5,0,9.0,14.95,1.0
344,21,61,11.0,0.052667578659370724,42.0,0.24593403252773977,2,448.0,0.0,1.0
351,22,169,6.5,0.027058703628210355,30.5,0.1259766952031526,2,606.0,476.43333333333334,0.0
352,34,2618,9.666666666666666,0.025641025641025644,24.0,0.15754840458906336,3,396.6666666666667,384.6166666666667,0.0
360,34,313,10.5,0.027925531914893616,22.5,0.22384751773049644,1,575.0,41.9,1.0
367,37,102,7.0,0.018617021276595744,19.333333333333332,0.10475697914504166,3,458.3333333333333,0.0,1.0
369,45,150,0.0,0.0,3.0,0.11538461538461539,1,43.0,0.0,1.0
371,23,853,14.0,0.03398058252427184,23.5,0.09751570531125071,2,703.5,184.11666666666667,0.0
372,31,449,14.0,0.03398058252427184,23.5,0.09751570531125071,2,703.5,134.0,1.0
373,39,431,5.75,0.0308359452297431,15.25,0.09635303152956805,3,388.0,796.7833333333333,0.0
374,55,309,0.0,0.0,3.0,0.11578947368421053,1,28.5,118.26666666666667,1.0
378,27,202,10.5,0.027925531914893616,22.5,0.20003799392097263,1,576.5,345.71666666666664,0.0
379,59,1712,5.25,0.013962765957446808,13.5,0.10708316934723935,3,331.25,609.8333333333334,0.0
384,22,653,7.333333333333333,0.02087584070127711,22.333333333333332,0.1349020126451548,2,592.6666666666666,134.65,1.0
391,46,1037,4.5,0.01867219917012448,24.0,0.170428094322437,2,336.5,56.483333333333334,1.0
396,53,1246,6.0,0.02140363377271108,13.5,0.06539187744923405,2,442.5,1439.2,0.0
399,81,1641,19.0,0.04829474732387354,36.0,0.12248715230385804,3,824.6666666666666,78.93333333333334,1.0
400,25,182,4.0,0.03125,12.0,0.09375,1,303.0,983.1333333333333,0.0
405,41,343,23.5,0.06787330316742082,58.5,0.17302057870009188,2,903.5,323.75,0.0
406,26,489,25.0,0.053418803418803416,57.0,0.12179487179487179,1,1408.0,0.0,1.0
408,46,894,25.0,0.053418803418803416,57.0,0.12179487179487179,1,1408.0,481.93333333333334,0.0
409,31,234,14.5,0.038461538461538464,30.0,0.12824933687002654,1,536.5,226.08333333333334,0.0
411,30,584,16.0,0.04368899709184013,39.5,0.10892279686540327,2,1504.0,32.4,1.0
415,48,4214,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,83.43333333333334,1.0
423,44,299,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,50.233333333333334,1.0
435,49,334,19.0,0.04829474732387354,34.333333333333336,0.08776493008163581,2,817.3333333333334,184.06666666666666,0.0
436,29,306,6.25,0.027529066922864793,19.0,0.09982525375179027,3,427.5,95.8,1.0
438,24,351,2.5,0.014705882352941176,22.0,0.30833333333333335,1,165.0,40.03333333333333,1.0
446,40,953,0.0,0.0,0.0,0.0,0,2.0,76.75,1.0
449,29,155,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,30.616666666666667,1.0
452,21,74,16.0,0.0399002493765586,35.0,0.08728179551122195,1,1278.0,9.3,1.0
455,32,376,33.0,0.060711660594266734,64.0,0.1403808425917602,2,1530.0,19.933333333333334,1.0
457,52,1552,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,32.28333333333333,1.0
459,44,1212,28.5,0.07244212098581031,51.5,0.13164739512245371,2,1213.5,23.9,1.0
461,30,707,6.5,0.042005813953488375,29.5,0.21991279069767442,2,346.0,60.4,1.0
463,27,7406,14.5,0.04357400166937574,27.25,0.09921830540436412,4,634.0,729.3833333333333,0.0
478,32,112,15.0,0.04261081295965017,40.5,0.16045517789703836,2,732.0,1.85,1.0
481,41,257,4.0,0.023809523809523808,14.0,0.08333333333333333,1,351.0,208.71666666666667,0.0
496,23,461,57.0,0.07883817427385892,78.0,0.1078838174273859,1,3653.0,1062.4166666666667,0.0
498,25,100,13.5,0.03833730868614589,34.5,0.130664877757901,2,796.5,6.133333333333334,1.0
501,32,98,4.5,0.02661064425770308,24.0,0.14166666666666666,2,331.0,169.81666666666666,1.0
509,50,755,5.333333333333333,0.013300083125519535,11.666666666666666,0.029093931837073983,1,433.3333333333333,165.38333333333333,1.0
510,33,160,19.75,0.04564431083457656,47.5,0.14397154162783032,4,986.25,0.0,1.0
1507,42,77,19.75,0.04564431083457656,47.5,0.14397154162783032,4,986.25,0.0,1.0
1510,25,262,16.0,0.06956521739130435,46.0,0.2,1,573.0,16.866666666666667,1.0
1519,42,150,2.0,0.011904761904761904,7.5,0.09722222222222221,1,179.5,0.0,1.0
1523,47,448,4.333333333333333,0.020436507936507937,16.333333333333332,0.14027777777777778,2,300.0,0.0,1.0
1527,22,2087,5.333333333333333,0.013300083125519535,13.666666666666666,0.07454847729161944,2,453.6666666666667,21.7,1.0
1530,25,185,6.0,0.022727272727272728,31.0,0.11742424242424243,1,494.0,74.93333333333334,1.0
1531,30,387,4.0,0.023809523809523808,14.0,0.08333333333333333,1,351.0,0.0,1.0
1534,20,406,33.0,0.060711660594266734,64.0,0.1403808425917602,2,1530.0,0.0,1.0
1538,29,543,16.0,0.06956521739130435,46.0,0.2,1,573.0,36.0,1.0
1540,52,84,5.0,0.0364963503649635,17.0,0.12408759124087591,1,318.0,0.0,1.0
1543,53,80,4.5,0.030152937087243654,15.5,0.10371046228710462,2,334.5,0.0,1.0
1548,39,483,10.5,0.027925531914893616,22.5,0.2571808510638298,1,575.0,812.9666666666667,0.0
1549,33,382,3.6666666666666665,0.02219564061669325,17.0,0.26136363636363635,2,234.33333333333331,0.0,1.0
1552,33,120,4.0,0.023809523809523808,14.0,0.08333333333333333,1,351.0,2.5833333333333335,1.0
1555,50,1067,4.0,0.023809523809523808,14.0,0.08333333333333333,1,351.0,1.2333333333333334,1.0
1557,40,96,1.0,0.023255813953488372,4.0,0.09302325581395349,1,98.0,1.55,1.0
1566,47,647,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,134.93333333333334,1.0
1577,22,506,5.5,0.02606951871657754,32.5,0.15871212121212122,2,402.5,766.8333333333334,0.0
1578,30,698,11.5,0.0393211667217469,41.5,0.1470091433187677,2,773.5,49.766666666666666,1.0
1580,30,276,4.0,0.022857142857142857,12.5,0.16080357142857143,2,262.0,1243.6833333333334,0.0
1581,32,223,1.0,0.03571428571428571,6.0,0.21428571428571427,1,56.0,28.783333333333335,1.0
1587,46,272,17.5,0.04234654234654235,52.5,0.13777195027195027,2,945.5,960.2333333333333,0.0
1588,42,451,0.0,0.0,9.0,0.11688311688311688,1,62.5,118.5,1.0
1589,53,3195,18.25,0.03710084791629081,33.0,0.1860979384838306,3,1070.25,37.21666666666667,1.0
1593,30,1089,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,89.95,1.0
1594,45,411,10.0,0.08130081300813008,37.0,0.3008130081300813,1,216.0,14.483333333333333,1.0
1597,27,207,12.0,0.047619047619047616,32.0,0.12698412698412698,1,640.0,68.11666666666666,1.0
1598,26,606,10.5,0.027925531914893616,22.0,0.15718085106382979,1,574.0,415.81666666666666,0.0
1602,24,355,0.0,0.0,2.75,0.17738095238095236,2,24.0,50.583333333333336,1.0
1605,48,1092,0.0,0.0,3.0,0.11578947368421053,1,28.5,614.5,0.0
1606,21,916,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,70.38333333333334,1.0
1611,25,113,4.0,0.046511627906976744,26.0,0.3023255813953488,1,154.0,17.25,1.0
1613,36,452,10.0,0.04682040531097135,23.0,0.11844863731656184,2,646.5,47.71666666666667,1.0
1614,37,735,27.0,0.03840682788051209,44.5,0.22712185870080606,1,1226.5,16.866666666666667,1.0
1617,33,167,0.0,0.0,18.0,0.23376623376623376,1,118.0,11.533333333333333,1.0
1622,44,326,54.0,0.07681365576102418,85.0,0.12091038406827881,1,2445.0,855.4666666666667,0.0
1623,15,122,0.0,0.0,7.5,0.24025341130604289,2,34.5,5.5,1.0
1629,37,123,22.75,0.0431412422418425,41.0,0.12230513709345675,3,1217.75,16.583333333333332,1.0
1636,35,538,7.0,0.018617021276595744,15.666666666666666,0.13042825968357882,2,395.0,903.6,0.0
1638,34,504,54.0,0.07681365576102418,85.0,0.12091038406827881,1,2445.0,757.55,0.0
1639,26,123,2.0,0.020202020202020204,26.0,0.26262626262626265,1,147.0,6.216666666666667,1.0
1655,46,221,0.5,0.017857142857142856,4.0,0.2738095238095238,1,32.5,14.966666666666667,1.0
1661,21,472,7.0,0.03422077922077922,24.5,0.11014069264069265,2,484.0,56.333333333333336,1.0
1664,55,373,0.6666666666666666,0.010416666666666666,5.666666666666667,0.1544558249721293,2,64.66666666666667,29.733333333333334,1.0
1671,10,94,0.0,0.0,7.0,0.30434782608695654,1,28.0,9.066666666666666,1.0
1678,42,358,22.0,0.04047444039617782,43.666666666666664,0.16025389506117346,2,1028.0,26.75,1.0
1680,67,448,54.0,0.07681365576102418,85.0,0.12091038406827881,1,2445.0,12.233333333333333,1.0
1685,28,264,4.0,0.046511627906976744,26.0,0.3023255813953488,1,154.0,3.25,1.0
1692,29,136,15.5,0.04139957264957265,46.0,0.17280982905982906,2,787.0,18.7,1.0
1693,12,1053,7.0,0.03422077922077922,24.5,0.11014069264069265,2,484.0,122.0,1.0
1702,26,257,5.0,0.029411764705882353,34.0,0.2,1,311.0,60.416666666666664,1.0
1703,46,1016,0.5,0.029411764705882353,3.5,0.18286445012787722,1,28.5,457.1,0.0
1706,43,135,4.0,0.022857142857142857,11.0,0.10857142857142857,2,261.0,68.43333333333334,1.0
1707,37,870,27.0,0.03840682788051209,42.5,0.060455192034139404,1,1225.5,31.7,1.0
1709,24,240,1.0,0.015625,7.0,0.16646634615384615,2,87.0,301.35,0.0
1710,37,149,1.0,0.058823529411764705,4.0,0.23529411764705882,1,37.0,66.31666666666666,1.0
1714,36,234,3.3333333333333335,0.027100271002710025,16.0,0.34774575018477455,2,87.0,10.516666666666667,1.0
1719,40,333,5.0,0.04424778761061947,12.0,0.10619469026548672,1,272.0,43.13333333333333,1.0
1720,22,149,0.0,0.0,1.5,0.06521739130434782,0,14.5,74.98333333333333,1.0
1722,15,128,1.0,0.058823529411764705,4.0,0.23529411764705882,1,37.0,1.05,1.0
1724,24,151,1.0,0.058823529411764705,4.0,0.23529411764705882,1,37.0,434.6333333333333,0.0
1728,33,180,4.0,0.046511627906976744,26.0,0.3023255813953488,1,154.0,1009.5666666666667,0.0
1729,48,252,8.0,0.0199501246882793,18.5,0.08210243621714944,2,656.5,61.1,1.0
1730,26,198,2.0,0.05405405405405406,9.0,0.24324324324324326,1,70.0,43.516666666666666,1.0
1732,18,626,5.666666666666667,0.023104004694146984,13.666666666666666,0.10339733740982941,3,455.0,24.533333333333335,1.0
1733,44,232,10.4,0.027730041825786506,29.6,0.12525840204641198,5,586.8,1057.7666666666667,0.0
1738,23,281,7.333333333333333,0.026804432464809822,18.333333333333332,0.10674353598881901,2,512.6666666666666,148.08333333333334,1.0
1739,51,278,28.0,0.06796116504854369,44.0,0.10679611650485436,1,1362.0,1191.6666666666667,0.0
1741,45,181,1.6666666666666667,0.022246669111355578,7.0,0.08654198753208653,2,124.33333333333331,92.45,1.0
1743,44,849,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,8.766666666666667,1.0
1745,13,267,13.666666666666666,0.04513390289605016,38.333333333333336,0.12905998961058238,3,886.0,84.75,1.0
1746,44,455,1.0,0.058823529411764705,4.0,0.23529411764705882,1,37.0,9.166666666666666,1.0
1748,52,91,10.5,0.027925531914893616,22.5,0.15718085106382979,1,579.0,0.0,1.0
1750,38,517,0.0,0.0,7.0,0.30434782608695654,1,28.0,821.1,0.0
1758,16,586,2.0,0.037037037037037035,10.0,0.18518518518518517,1,91.0,12.866666666666667,1.0
1760,57,342,5.0,0.027678571428571427,20.0,0.13125,2,314.0,51.03333333333333,1.0
1768,20,66,1.0,0.058823529411764705,4.0,0.23529411764705882,1,37.0,3.2,1.0
1774,39,1114,28.5,0.07244212098581031,51.5,0.13164739512245371,2,1213.5,236.08333333333334,0.0
1784,39,116,21.666666666666668,0.04499712914486883,48.0,0.15951162179869322,3,1076.0,41.4,1.0
1787,15,107,31.5,0.05707902705063657,63.0,0.14551743269803982,2,1525.5,19.15,1.0
1788,27,497,2.0,0.03125,9.0,0.140625,1,122.0,84.1,1.0
1797,53,360,27.0,0.03840682788051209,44.5,0.1294207092755187,2,1247.0,418.3833333333333,0.0
1800,35,104,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,44.9,1.0
1810,36,952,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,83.01666666666667,1.0
1817,41,624,1.0,0.023255813953488372,4.0,0.09302325581395349,1,98.0,370.25,0.0
1825,49,251,29.0,0.06196581196581197,74.0,0.1581196581196581,1,1397.0,186.75,0.0
1827,35,269,25.0,0.053418803418803416,57.0,0.12179487179487179,1,1408.0,89.96666666666667,1.0
1829,44,802,18.0,0.025604551920341393,31.666666666666668,0.16252568357831518,2,845.6666666666666,197.6,0.0
1833,32,244,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,11.6,1.0
1836,43,299,3.0,0.022005772005772008,20.0,0.17297979797979798,2,249.0,13.666666666666666,1.0
1841,26,600,15.0,0.04186289900575615,40.0,0.14967790829859795,2,656.0,40.11666666666667,1.0
1845,36,231,3.5,0.029914529914529916,8.0,0.2222222222222222,1,179.5,10.85,1.0
1849,21,376,9.0,0.0375,33.0,0.1375,1,538.0,499.3666666666667,0.0
1853,79,909,2.0,0.037037037037037035,6.0,0.1111111111111111,1,114.0,80.13333333333334,1.0
1854,40,335,10.666666666666666,0.035090218423551756,30.666666666666668,0.1646078723193151,3,603.3333333333334,5.933333333333334,1.0
1859,33,1105,4.5,0.045379707758798106,19.0,0.20426013583041777,2,213.0,202.1,0.0
1861,22,413,15.0,0.06224066390041494,42.0,0.17427385892116182,1,767.0,29.8,1.0
1863,36,136,57.0,0.07883817427385892,78.0,0.1078838174273859,1,3653.0,11.783333333333333,1.0
1869,27,111,5.0,0.029411764705882353,34.0,0.2,1,311.0,471.3833333333333,0.0
1874,34,393,1.0,0.018518518518518517,7.5,0.17323775388291518,2,71.0,41.25,1.0
1875,27,522,9.5,0.03558460421205519,35.0,0.16884531590413943,2,419.0,406.15,0.0
1876,23,312,29.0,0.06196581196581197,74.0,0.1581196581196581,1,1397.0,6.683333333333334,1.0
1880,35,189,14.5,0.030982905982905984,37.5,0.14155982905982906,1,702.0,31.566666666666666,1.0
1881,26,2568,8.5,0.08994386136197217,21.5,0.11654869416646327,2,399.0,56.38333333333333,1.0
1884,34,2737,27.0,0.03840682788051209,43.0,0.14378852536747272,1,1224.5,132.18333333333334,1.0
1894,35,1025,2.0,0.007575757575757576,12.0,0.07537329819938515,2,196.33333333333331,76.98333333333333,1.0
1897,25,1221,4.5,0.01875,19.0,0.24732142857142858,1,276.0,40.88333333333333,1.0
1909,66,190,4.5,0.01875,17.5,0.16875,1,274.5,0.0,1.0
1911,44,526,2.0,0.037037037037037035,10.0,0.18518518518518517,1,91.0,403.7,0.0
1912,46,473,0.0,0.0,4.0,0.10150375939849623,2,55.5,153.5,1.0
1913,55,61,9.0,0.029411764705882353,30.0,0.13323278029160382,2,384.5,101.5,1.0
1914,27,201,28.5,0.05788734736103157,48.0,0.13188376346271083,2,1309.5,991.9666666666667,0.0
1917,52,497,1.5,0.026736111111111113,7.0,0.12586805555555555,2,109.5,717.9666666666667,0.0
1920,18,134,8.5,0.05492985575973128,26.0,0.20618454850819995,2,413.5,63.916666666666664,1.0
1927,49,474,10.666666666666666,0.04353337464995638,30.0,0.12912458492096285,3,678.3333333333334,4.866666666666666,1.0
1932,36,192,31.0,0.05412496948987064,56.0,0.15394190871369295,2,1982.0,82.31666666666666,1.0
1935,31,339,34.0,0.05905579543213451,63.5,0.12240209468900666,2,1693.0,60.2,1.0
1938,35,1874,4.0,0.039083820662768026,11.5,0.11354775828460038,2,206.5,510.78333333333336,0.0
1946,33,3157,3.0,0.028179824561403506,12.5,0.12083333333333332,2,174.5,581.3833333333333,0.0
1947,30,2169,12.5,0.026709401709401708,30.5,0.172008547008547,1,715.5,327.03333333333336,0.0
1955,40,1010,28.5,0.07244212098581031,51.5,0.13164739512245371,2,1213.5,30.533333333333335,1.0
1956,64,366,0.0,0.0,17.0,0.18333333333333335,2,137.0,286.3,0.0
1961,31,321,16.0,0.06956521739130435,46.0,0.2,1,573.0,80.48333333333333,1.0
1964,17,226,2.0,0.014814814814814815,20.5,0.21746031746031746,2,131.5,5.333333333333333,1.0
1969,38,392,2.0,0.037037037037037035,10.0,0.18518518518518517,1,91.0,164.15,1.0
1976,52,311,28.0,0.06796116504854369,44.0,0.10679611650485436,1,1362.0,11.9,1.0
1977,30,1296,15.0,0.04059909223990172,38.5,0.10558780041047823,2,1109.5,222.81666666666666,0.0
1980,43,227,3.75,0.015560165975103735,11.5,0.14285924487213442,2,216.5,235.78333333333333,0.0
1987,38,600,1.0,0.018518518518518517,7.5,0.17323775388291518,2,71.0,14.25,1.0
1990,34,162,4.5,0.01875,21.0,0.17850609756097563,2,306.0,9.733333333333333,1.0
2000,22,469,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,25.566666666666666,1.0
2001,30,417,5.333333333333333,0.02318840579710145,18.0,0.21216931216931215,2,209.33333333333331,76.13333333333334,1.0
2002,43,394,9.5,0.03902714932126697,37.5,0.2582327802916038,2,400.0,5.35,1.0
2008,33,184,29.0,0.07692307692307693,59.0,0.15649867374005305,1,1065.0,54.25,1.0
2018,13,412,11.0,0.040206648697214735,27.0,0.10455974842767296,2,765.0,19.483333333333334,1.0
2021,103,2359,19.333333333333332,0.053503080657206874,38.333333333333336,0.1502649300816358,3,841.6666666666666,69.8,1.0
2023,42,23384,1.0,0.018518518518518517,7.5,0.17323775388291518,2,71.0,18.266666666666666,1.0
2026,27,112,0.0,0.0,11.5,0.24188311688311687,1,66.5,5.666666666666667,1.0
2032,23,1871,10.0,0.03863976774956004,31.0,0.1169483945003233,3,899.3333333333334,105.68333333333334,1.0
2038,26,443,0.0,0.0,3.0,0.1534526854219949,0,17.5,66.31666666666666,1.0
2046,23,212,27.5,0.04126397073765495,55.0,0.13188376346271083,2,1386.5,48.03333333333333,1.0
2048,51,734,25.0,0.053418803418803416,57.0,0.12179487179487179,1,1408.0,152.43333333333334,1.0
2051,21,250,8.0,0.028538178363614775,17.666666666666668,0.06337964612278828,2,589.0,192.51666666666668,0.0
2053,17,458,27.0,0.03840682788051209,42.5,0.060455192034139404,1,1225.5,683.9166666666666,0.0
2055,26,570,11.5,0.046772875816993464,36.0,0.14338235294117646,2,535.5,41.71666666666667,1.0
2062,46,1559,0.25,0.007142857142857143,3.75,0.11651785714285715,2,30.5,326.28333333333336,0.0
2065,17,569,12.5,0.06358786441773993,33.5,0.16830576062941208,2,524.0,136.85,1.0
2071,14,228,4.5,0.01875,17.5,0.16875,1,274.5,5.683333333333334,1.0
2072,27,362,0.0,0.0,5.0,0.35714285714285715,0,14.0,0.0,1.0
2080,34,427,10.0,0.029387728416854633,24.0,0.1601778300807427,2,510.6666666666667,17.7,1.0
2082,34,367,9.0,0.03734439834024896,41.0,0.17012448132780084,1,606.0,10.033333333333333,1.0
2088,58,789,28.5,0.07244212098581031,51.5,0.13164739512245371,2,1213.5,64.15,1.0
2089,36,3469,16.666666666666668,0.0392722919318664,40.0,0.17416045341577258,2,852.0,37.333333333333336,1.0
2090,58,246,28.5,0.05788734736103157,48.0,0.13188376346271083,2,1309.5,572.0,0.0
2096,45,855,12.0,0.047619047619047616,32.0,0.12698412698412698,1,640.0,102.8,1.0
2097,36,268,8.0,0.038624338624338624,32.5,0.18571428571428572,2,437.5,26.916666666666668,1.0
2099,50,270,0.0,0.0,2.0,0.2,0,11.0,8.533333333333333,1.0
2102,37,558,1.5,0.01485148514851485,8.0,0.13675742574257427,1,129.0,0.0,1.0
2109,43,492,2.0,0.014814814814814815,17.0,0.17777777777777776,1,124.0,1194.9833333333333,0.0
2110,19,1500,21.0,0.05585106382978723,43.0,0.11436170212765957,1,1144.0,107.4,1.0
2113,25,372,2.0,0.03125,9.0,0.140625,1,122.0,14.833333333333334,1.0
2119,68,598,0.0,0.0,1.0,0.1111111111111111,0,13.0,211.3,0.0
2125,13,442,0.0,0.0,1.0,0.1111111111111111,0,13.0,75.21666666666667,1.0
2126,35,702,9.0,0.029411764705882353,31.5,0.18405695611577966,2,387.0,509.76666666666665,0.0
2129,48,639,11.0,0.040206648697214735,27.0,0.10455974842767296,2,765.0,34.63333333333333,1.0
2133,80,1009,5.5,0.027599829169335895,22.0,0.10893124065769805,2,534.5,1124.3,0.0
